index,trialid,source_register,date_registration,date_enrollement,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,intervention_type,intervention,web_address,results_url_link,last_refreshed_on,first_seen
350,ChiCTR2000030895,ChiCTR,2020-03-16,2020-03-14,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Phase 1,Observational,China,Retrospective and Prospective Study for Nosocomial infection in Stomatology Department under the Background of novel coronavirus pneumonia (COVID-19) epidemic period,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51034,No Results,2020-03-16,2020-03-18
351,ChiCTR2000030894,ChiCTR,2020-03-16,2020-03-01,Peking University First Hospital,Recruiting,Phase 4,Interventional,China,"Favipiravir Combined With Tocilizumab in the Treatment of novel coronavirus pneumonia (COVID-19) - A Multicenter, Randomized, Controlled Trial",Drug,Combination: Favipiravir + tocilizumab,http://www.chictr.org.cn/showproj.aspx?proj=51126,No Results,2020-03-16,2020-03-18
352,ChiCTR2000030893,ChiCTR,2020-03-16,2020-03-19,Zhengzhou People's Hospital,Not Recruiting,Not Applicable,Observational,China,Study for effects of crisis intervention based on positive psychology for medical staffs working in the novel coronavirus pneumonia (COVID-19) field,Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=51073,No Results,2020-03-16,2020-03-18
353,ChiCTR2000030863,ChiCTR,2020-03-16,2020-01-22,"Jinling Hospital, Medical School of Nanjing University",Recruiting,Not Applicable,Observational,China,Clinical and CT imaging Characteristics of novel coronavirus pneumonia (COVID-19): An Multicenter Cohort Study,Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50767,No Results,2020-03-16,2020-03-18
354,ChiCTR2000030862,ChiCTR,2020-03-16,2020-01-24,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Not Applicable,Observational,China,Correlation analysis of blood eosinophil cell levels and clinical type category of novel coronavirus pneumonia (COVID-19): a medical records based retrospective study,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51107,No Results,2020-03-16,2020-03-18
355,ChiCTR2000030861,ChiCTR,2020-03-16,2019-02-27,The First Affiliated Hospital of the Guangzhou Medical University,Recruiting,Not Applicable,Health services research,No Country Given,Development and application of a new intelligent robot for novel coronavirus (2019-nCOV) oropharygeal sampling,Other (physical),Other,http://www.chictr.org.cn/showproj.aspx?proj=51103,No Results,2020-03-16,2020-03-18
356,NCT04298814,ClinicalTrials.gov,2020-02-26,2020-03-07,Tongji Hospital,Not Recruiting,Not Applicable,Observational,No Country Given,Safety Related Factors of Endotracheal Intubation in Patients With Severe Covid-19 Pneumonia,Other (physical),Endotracheal Intubation,https://clinicaltrials.gov/show/NCT04298814,No Results,2020-03-16,2020-03-18
357,ChiCTR2000030898,ChiCTR,2020-03-16,2020-01-27,The Affiliated Hospital to Changchun University of Traditional Chinese Medicine,Recruiting,Not Applicable,Observational,China,Evaluation on the effect of Chushifangyi prescription in preventing novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50780,No Results,2020-03-16,2020-03-18
358,ChiCTR2000030866,ChiCTR,2020-03-16,2020-02-01,The First Hospital of Changsha,Recruiting,Not Applicable,Observational,China,"Open-label, observational study of human umbilical cord derived mesenchymal stem cells in the treatment of severe and critical patients with novel coronavirus pneumonia (COVID-19)",ATMP,"Cells, mesenchymal",http://www.chictr.org.cn/showproj.aspx?proj=50299,No Results,2020-03-16,2020-03-18
359,ChiCTR2000030864,ChiCTR,2020-03-16,2020-02-01,Xiangyang First People's Hospital,Recruiting,Not Applicable,Interventional,China,Traditional Chinese Medicine for novel coronavirus pneumonia (COVID-19),Traditional Medicine (Unspecified),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50662,No Results,2020-03-16,2020-03-18
360,ChiCTR2000030860,ChiCTR,2020-03-16,2020-03-16,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,A medical records based study for investigation of dynamic profile of RT-PCR test for SARS-CoV-2 nucleic acid of novel coronavirus pneumonia (COVID-19) patients,Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51102,No Results,2020-03-16,2020-03-18
361,ChiCTR2000030812,ChiCTR,2020-03-15,2020-01-31,Shanghai Ninth People's Hospital,Recruiting,Not Applicable,Observational,China,Study for the virus molecular evolution which driven the immune-pathological responses and the protection mechanisms of novel coronavirus pneumonia (COVID-19) patients,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50947,No Results,2020-03-16,2020-03-18
362,ChiCTR2000030859,ChiCTR,2020-03-16,2020-03-01,Wuhan Third Hospital,Not Recruiting,Not Applicable,Observational,China,A medical based analysis for influencing factors of death of novel coronavirus pneumonia (COVID-19) patients in Wuhan third hospital,Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51025,No Results,2020-03-16,2020-03-18
363,ChiCTR2000030857,ChiCTR,2020-03-16,2020-03-01,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Clinical study for bronchoscopic alveolar lavage in the treatment of critically trachea intubation patients with new coronavirus pneumonia (COVID-19),Other (physical),Bronchoscopic lavage,http://www.chictr.org.cn/showproj.aspx?proj=51040,No Results,2020-03-16,2020-03-18
364,NCT04291729,ClinicalTrials.gov,2020-02-27,2020-02-17,The Ninth Hospital of Nanchang,Recruiting,Phase 4,Interventional,China,Evaluation of Ganovo (Danoprevir ) Combined With Ritonavir in the Treatment of Novel Coronavirus Infection,Drug,Danoprevir/ritonavir,https://clinicaltrials.gov/show/NCT04291729,No Results,2020-03-16,2020-03-18
365,NCT04292340,ClinicalTrials.gov,2020-02-25,2020-02-01,Shanghai Public Health Clinical Center,Recruiting,Phase 2/Phase 3,Observational,China,Anti-SARS-CoV-2 Inactivated Convalescent Plasma in the Treatment of COVID-19,ATMP,Plasma,https://clinicaltrials.gov/show/NCT04292340,No Results,2020-03-16,2020-03-18
366,NCT04293887,ClinicalTrials.gov,2020-02-15,2020-03-01,Tongji Hospital,Not Recruiting,Early Phase 1,Interventional,No Country Given,Efficacy and Safety of IFN-a2ÃŸ in the Treatment of Novel Coronavirus Patients,Drug,Interferon alfa,https://clinicaltrials.gov/show/NCT04293887,No Results,2020-03-16,2020-03-18
367,ChiCTR2000030902,ChiCTR,2020-03-16,2020-02-10,Jingzhou Mental Health Center,Recruiting,Not Applicable,Observational,China,Analysis for the mental health status of residents in Jingzhou during the outbreak of the novel coronavirus pneumonia (COVID-19) and corresponding influencing factors,Oher (psych),No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51130,No Results,2020-03-16,2020-03-18
368,NCT04290871,ClinicalTrials.gov,2020-02-27,2020-03-01,Xijing Hospital,Not Recruiting,Phase 2,Interventional,No Country Given,Nitric Oxide Gas Inhalation for Severe Acute Respiratory Syndrome in COVID-19.,Drug,Nitric oxide,https://clinicaltrials.gov/show/NCT04290871,No Results,2020-03-16,2020-03-18
369,NCT04292327,ClinicalTrials.gov,2020-02-23,2020-01-01,Fujian Provincial Hospital,Not Recruiting,Phase 2/Phase 3,Observational,China,Clinical Progressive Characteristics and Treatment Effects of 2019-novel Coronavirus,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04292327,No Results,2020-03-16,2020-03-18
370,NCT04295551,ClinicalTrials.gov,2020-03-03,2020-03-14,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,Not Recruiting,Not Applicable,Interventional,No Country Given,Multicenter Clinical Study on the Efficacy and Safety of Xiyanping Injection in the Treatment of New Coronavirus Infection Pneumonia (General and Severe),Traditional Medicine (Drug),Traditional Medicine,https://clinicaltrials.gov/show/NCT04295551,No Results,2020-03-16,2020-08-03
371,NCT04296643,ClinicalTrials.gov,2020-03-03,2020-04-01,McMaster University,Not Recruiting,Not Applicable,Interventional,No Country Given,Medical Masks vs N95 Respirators for COVID-19,Other (device),Masks,https://clinicaltrials.gov/show/NCT04296643,No Results,2020-03-16,2020-03-18
372,ChiCTR2000030810,ChiCTR,2020-03-15,2020-02-23,Hubei Provincial Hospital of Integrated Chinese and Western Medicine,Recruiting,Phase 1,Interventional,China,Clinical observation and evaluation of traditional Chinese medicine in the treatment of novel coronavirus pneumonia (COVID-19) in Hubei 672 Orthopaedics Hospital of Integrated Chinese&Western Medicine,Traditional Medicine (Unspecified),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50986,No Results,2020-03-16,2020-03-18
373,ChiCTR2000030809,ChiCTR,2020-03-15,2020-02-22,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,A medical records based study for clinical outcomes and follow-up of novel coronavirus pneumonia (COVID-19) patients,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51015,No Results,2020-03-16,2020-03-18
374,ChiCTR2000030901,ChiCTR,2020-03-16,2020-03-09,The Chinese University of Hong Kong,Not Recruiting,Not Applicable,Observational,China,Retrospective analysis of epidemiology and transmission dynamics of patients confirmed with Coronavirus Disease (COVID-19) in Hong Kong,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51064,No Results,2020-03-16,2020-03-18
375,ChiCTR2000030854,ChiCTR,2020-03-16,2020-01-22,Li Lanjuan,Not Recruiting,Not Applicable,Observational,China,"A clinical multicenter study for the occurrence, development and prognosis of novel coronavirus pneumonia (COVID-19)",Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51083,No Results,2020-03-16,2020-03-18
376,ChiCTR2000030855,ChiCTR,2020-03-16,2020-02-01,Third Affiliated Hospital of Zunyi Medical University,Not Recruiting,Phase 1,Interventional,No Country Given,Study for the effect of external diaphragmatic pacing assisted invasive ventilation and weaning in patients with severe novel coronavirus pneumonia (COVID-19),Other (physical),Mechanical ventilation,http://www.chictr.org.cn/showproj.aspx?proj=51090,No Results,2020-03-16,2020-03-18
377,ChiCTR2000030850,ChiCTR,2020-03-15,2020-03-15,The First Affiliated Hospital of Guangzhou University of Traditional Chinese Medicine,Not Recruiting,Not Applicable,Observational,China,Study for the physical and mental health status of medical workers under the novel coronavirus pneumonia (COVID-19) epidemic,Other (psych),No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51056,No Results,2020-03-16,2020-03-18
378,ChiCTR2000030853,ChiCTR,2020-03-16,2020-02-01,Third Affiliated Hospital of Zunyi Medical University,Not Recruiting,Not Applicable,Interventional,No Country Given,Evaluation of the protective effect of dexmedetomidine on patients with severe novel coronavirus pneumonia (COVID-19),Drug,Dexmedetomidine,http://www.chictr.org.cn/showproj.aspx?proj=51081,No Results,2020-03-16,2020-03-18
379,ChiCTR2000030852,ChiCTR,2020-03-16,2020-01-27,"Beijing An Zhen Hospital, Capital Medical University",Not Recruiting,Not Applicable,Observational,China,Factors associated with death in patients with novel coronavirus pneumonia (COVID-19),Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51077,No Results,2020-03-16,2020-03-18
380,NCT04299711,ClinicalTrials.gov,2020-03-04,2020-10-15,University of Macau,Not Recruiting,Not Applicable,Observational,No Country Given,Mental Health and Its Correlates Among Chinese Adolescents Exposed to the Novel Coronavirus Disease 2019,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04299711,No Results,2020-03-16,2020-03-18
381,ChiCTR2000030897,ChiCTR,2020-03-16,2020-02-10,"Hwa Mei Hospital, University of Chinese Academy of Sciences",Recruiting,Not Applicable,Interventional,China,Evaluation of the effect of taking Newgen beta-gluten probiotic composite powder to nutrition intervention of patients with novel coronavirus pneumonia (COVID-19),Supplement,Probiotics,http://www.chictr.org.cn/showproj.aspx?proj=50462,No Results,2020-03-16,2020-03-18
382,ChiCTR2000030841,ChiCTR,2020-03-15,2020-02-17,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Interventional,China,Exploratory study for Immunoglobulin From Cured COVID-19 Patients in the Treatment of Acute Severe novel coronavirus pneuvirus (COVID-19),ATMP,Immunoglobulin,http://www.chictr.org.cn/showproj.aspx?proj=51072,No Results,2020-03-16,2020-03-18
383,ChiCTR2000030839,ChiCTR,2020-03-15,2020-03-01,"Tongren Hospital, Shanghai Jiao Tong University School of Medicine",Not Recruiting,Not Applicable,Screening,China,Preliminary screening of novel coronavirus pneumonia (COVID-19) by special laboratory examination and CT imaging before surgery,Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50904,No Results,2020-03-16,2020-03-18
384,ChiCTR2000030795,ChiCTR,2020-03-15,2020-03-20,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Not Applicable,Observational,China,A multicenter retrospective study of rheumatic  patients with novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50982,No Results,2020-03-16,2020-03-18
385,ChiCTR2000030778,ChiCTR,2020-03-14,2020-01-20,Ningbo First Hospital,Not Recruiting,Not Applicable,Observational,China,A medical records based study for epidemic and clinical features of novel coronavirus pneumonia (COVID-19) in Ningbo First Hospital,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50987,No Results,2020-03-16,2020-03-18
386,ChiCTR2000030838,ChiCTR,2020-03-15,2020-01-20,Zhongnan Hospital of Wuhan University,Not Recruiting,Not Applicable,Diagnostic test,China,Development of warning system with clinical differential diagnosis and prediction for severe type of novel coronavirus pneumonia (COVID-19) patients based on artificial intelligence and CT images,Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=51071,No Results,2020-03-16,2020-03-18
387,ChiCTR2000030836,ChiCTR,2020-03-15,2020-02-01,Longhua Hospital Affiliated to Shanghai University of Traditional Chinese Medicine,Not Recruiting,Phase 4,Interventional,China,Novel coronavirus pneumonia (COVID-19) combined with Chinese and Western medicine based on ''Internal and External Relieving -Truncated Torsion'' strategy,Traditional Medicine + Western Medicine,Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=51054,No Results,2020-03-16,2020-03-18
388,ChiCTR2000030892,ChiCTR,2020-03-16,2020-03-06,"State Key Laboratory of Respiratory Disease, National Clinical Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University",Recruiting,Not Applicable,Interventional,China,Efficacy and Safety of Pirfenidone in the Treatment of Severe Post-Novel Coronavirus Pneumonia (COVID-19) Fibrosis: a prospective exploratory experimental medical study,Drug,Pirfenidone,http://www.chictr.org.cn/showproj.aspx?proj=51118,No Results,2020-03-16,2020-03-18
389,ChiCTR2000030883,ChiCTR,2020-03-16,2020-02-18,"Affiliated Hospital of Traditional Chinese Medicine, Southwest Medical University",Recruiting,Not Applicable,Observational,China,Clinical research and preparation development of qingfei detoxification decoction (mixture) for prevention and treatment of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50960,No Results,2020-03-16,2020-03-18
