,trialid,registry,registration_date,enrollment_date,sponsors,recruitment_status,phase,study_type,countries,title,intervention_type,intervention,data_source,results_link,last_refreshed_on,first_seen
384,chictr2000030795,chictr,2020-03-15,2020-03-20,"tongji hospital,tongji medical college,huazhong university of science and technology",not recruiting,not applicable,observational,china,a multicenter retrospective study of rheumatic  patients with novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50982,no results,2020-03-16,2020-03-18
385,chictr2000030778,chictr,2020-03-14,2020-01-20,ningbo first hospital,not recruiting,not applicable,observational,china,a medical records based study for epidemic and clinical features of novel coronavirus pneumonia (covid-19) in ningbo first hospital,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50987,no results,2020-03-16,2020-03-18
386,chictr2000030838,chictr,2020-03-15,2020-01-20,zhongnan hospital of wuhan university,not recruiting,not applicable,diagnostic test,china,development of warning system with clinical differential diagnosis and prediction for severe type of novel coronavirus pneumonia (covid-19) patients based on artificial intelligence and ct images,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51071,no results,2020-03-16,2020-03-18
387,chictr2000030836,chictr,2020-03-15,2020-02-01,longhua hospital affiliated to shanghai university of traditional chinese medicine,not recruiting,phase 4,interventional,china,novel coronavirus pneumonia (covid-19) combined with chinese and western medicine based on ''internal and external relieving -truncated torsion'' strategy,traditional medicine + western medicine,traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51054,no results,2020-03-16,2020-03-18
388,chictr2000030892,chictr,2020-03-16,2020-03-06,"state key laboratory of respiratory disease,national clinical center for respiratory disease,guangzhou institute of respiratory health,the first affiliated hospital of guangzhou medical university",recruiting,not applicable,interventional,china,efficacy and safety of pirfenidone in the treatment of severe post-novel coronavirus pneumonia (covid-19) fibrosis: a prospective exploratory experimental medical study,drug,pirfenidone,http://www.chictr.org.cn/showproj.aspx?proj=51118,no results,2020-03-16,2020-03-18
389,chictr2000030883,chictr,2020-03-16,2020-02-18,"affiliated hospital of traditional chinese medicine,southwest medical university",recruiting,not applicable,observational,china,clinical research and preparation development of qingfei detoxification decoction (mixture) for prevention and treatment of novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50960,no results,2020-03-16,2020-03-18
390,chictr2000030832,chictr,2020-03-15,2020-03-16,"tongji hospital,tongji medical college,huazhong university of science and technology",not recruiting,not applicable,interventional,no country given,study for the pathogenesis and effective intervention of mood disorders caused by the novel coronavirus pneumonia (covid-19),other (psych),psychological,http://www.chictr.org.cn/showproj.aspx?proj=51044,no results,2020-03-16,2020-03-18
391,chictr2000030830,chictr,2020-03-15,2020-01-01,"hwa mei hospital,university of chinese academy of sciences",recruiting,not applicable,observational,china,development and application of novel coronavirus pneumonia (covid-19) intelligent image classification system based on deep learning,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51009,no results,2020-03-16,2020-03-18
392,chictr2000030835,chictr,2020-03-15,2020-02-14,the first affiliated hospital of xinxiang medical university,recruiting,not applicable,interventional,china,clinical study for the efficacy of mesenchymal stem cells (msc) in the treatment of severe novel coronavirus pneumonia (covid-19),atmp,"cells,mesenchymal",http://www.chictr.org.cn/showproj.aspx?proj=51050,no results,2020-03-16,2020-03-18
393,chictr2000030834,chictr,2020-03-15,2020-03-16,"tongji hospital,tongji medical college,huazhong university of science and technology",not recruiting,not applicable,observational,china,epidemiological characteristics and antibody levels of novel coronavirus pneumonia (covid-19) of pediatric medical staff working in quarantine area,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51047,no results,2020-03-16,2020-03-18
394,chictr2000030865,chictr,2020-03-16,2020-02-01,"tongji hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,observational,china,establishment of an early warning model for maternal and child vertical transmission of covid-19 infection,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=49933,no results,2020-03-16,2020-03-18
395,chictr2000030858,chictr,2020-03-16,2020-02-06,hubei cancer hospital,recruiting,not applicable,observational,china,"clinical characteristics and outcomes of 483 mild patients with novel coronavirus pneumonia (covid-19) in wuhan,china during the outbreak: a single-center,retrospective study from the mobile cabin hospital",clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51097,no results,2020-03-16,2020-03-18
396,chictr2000030806,chictr,2020-03-15,2020-02-01,wuhan third hospital,recruiting,phase 1,observational,china,retrospective study for the efficacy of ulinastatin combined with ''clear lung detoxification soup'' in the treatment of novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51029,no results,2020-03-16,2020-03-18
397,chictr2000030804,chictr,2020-03-15,2020-02-01,maoming people's hospital,recruiting,phase 4,interventional,china,exocarpium citri grandis relieves symptoms of novel coronavirus pneunomia (covid-19): a randomized controlled clinical trial,traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51018,no results,2020-03-16,2020-03-18
398,chictr2000030759,chictr,2020-03-13,2020-02-15,the first affiliated hospital of wenzhou medical university,not recruiting,not applicable,interventional,china,study for the therapeutic effect and mechanism of traditional chinese medicine in the treatment of novel coronavirus pneumonia (covid-19),traditional medicine (unspecified),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=49284,no results,2020-03-16,2020-03-18
399,chictr2000030758,chictr,2020-03-13,2020-03-10,"tongji hospital,tongji medical college,huazhong university of science and technology",not recruiting,not applicable,observational,china,a medical records based study for sedation and analgesia usage in critically ill patients with novel coronavirus pneumonia (covid-19),drug,unspecified sedation and analgesia,http://www.chictr.org.cn/showproj.aspx?proj=50590,no results,2020-03-16,2020-03-18
400,chictr2000030819,chictr,2020-03-15,2020-03-01,wuhan third hospital,not recruiting,not applicable,observational,china,"retrospective analysis of digestive system symptoms in 600 cases of novel coronavirus pneumonia (covid-19) in guanggu district,wuhan",clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51039,no results,2020-03-16,2020-03-18
401,chictr2000030818,chictr,2020-03-15,2020-01-31,"the first affiliated hospital,henan traditional chinese medicine university",not recruiting,not applicable,observational,china,a medical records based study for the value of lymphocyte subsets in the diagnose and treatment of novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51037,no results,2020-03-16,2020-03-18
402,chictr2000030856,chictr,2020-03-16,2020-02-15,"tongji hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,diagnostic test,china,an artificial intelligence assistant system for suspected novel coronavirus pneumonia (covid-19) based on chest ct,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51091,no results,2020-03-16,2020-03-18
403,chictr2000030849,chictr,2020-03-15,2020-03-16,zhengzhou people's hospital,not recruiting,not applicable,interventional,china,investigation on psychological status of novel coronavirus pneumonia (covid-19) rehabilitation patients in zhengzhou city and research on coping strategies,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51086,no results,2020-03-16,2020-03-18
404,chictr2000030799,chictr,2020-03-15,2020-01-20,"tongji hospital,tongji medical college,huazhong university of science and technology",not recruiting,not applicable,diagnostic test,china,establishment and validation of premonitory model of deterioration of the 2019 novel corona virus pneumonia (covid-19),prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50995,no results,2020-03-16,2020-03-18
405,chictr2000030797,chictr,2020-03-15,2020-03-07,"shanghai fifth people's hospital,fudan university",recruiting,not applicable,observational,china,clinical study for hemodynamics and cardiac arrhythmia of novel coronavirus pneumonia (covid-19) patients,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50988,no results,2020-03-16,2020-03-18
406,chictr2000030817,chictr,2020-03-15,2020-02-28,"union hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,observational,china,multicenter clinical study of evaluation of multi-organ function in patients with novel coronavirus pneumonia (covid-19) by ultrasound,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50631,no results,2020-03-16,2020-03-18
407,chictr2000030803,chictr,2020-03-15,2020-01-31,"union hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,observational,no country given,collection and analysis of clinical data in severe and critically ill patients with novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51007,no results,2020-03-16,2020-03-18
408,chictr2000030757,chictr,2020-03-13,2020-03-13,"shenzhen-peking university,the hong kong university of science & technology medical center",not recruiting,not applicable,observational,china,impact of novel coronavirus pneumonia (covid-19) epidemic period on the management of investigator-initiated clinical trial and the resilience of medical service providers,other (psych),no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50648,no results,2020-03-16,2020-03-18
409,chictr2000030756,chictr,2020-03-13,2020-02-20,shenzhen hospital of southern medical university,recruiting,not applicable,observational,china,detection of sars-cov-2 in eps / semen of patients with novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50705,no results,2020-03-16,2020-03-18
410,chictr2000030833,chictr,2020-03-15,2020-03-22,"tongji hospital,tongji medical college,huazhong university of science and technology",not recruiting,not applicable,diagnostic test,china,clinical validation and application of high-throughput novel coronavirus (2019-ncov) screening detection kit,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51035,no results,2020-03-16,2020-03-18
